feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,mood
-590.2325439453125,51.9743537902832,-15.977170944213867,11.776334762573242,-1.1706622838974,-3.819701910018921,-12.761039733886719,-7.536566257476807,-19.65946388244629,-7.831084251403809,-0.9557267427444458,-8.316479682922363,-3.045259952545166,23.263492829721795,16.95803703177257,19.49787190138961,17.31383918190806,17.917653796411496,18.347394102239672,44.526791366856536,1927.32568359375,0.008339524269104004,107.666015625,0.23882289532103826,5418.424612576844,0.034953001886606216,0.09589304774999619,neutral
-569.2962646484375,50.26118850708008,-16.24637794494629,11.20846176147461,0.15760396420955658,-5.49168586730957,-12.515922546386719,-7.113370895385742,-18.9280948638916,-3.5806937217712402,-1.021418809890747,-6.525062084197998,-4.32481050491333,23.000516880582953,15.974288613320423,19.318145631278554,17.409475647669616,17.251678724067474,18.275508825696175,44.649823272775166,1948.995849609375,0.010220733471214771,99.38401442307692,0.20358409052309784,5629.411249575408,0.05336606875061989,0.239626944065094,neutral
-577.1593627929688,51.260154724121094,-12.30102825164795,14.358864784240723,-1.9306360483169556,-2.710555076599121,-10.627647399902344,-7.980993747711182,-17.77329444885254,-6.41815710067749,-1.9601186513900757,-6.755281448364258,-3.4881577491760254,23.83724600816686,16.184913907932238,18.789409108344998,16.49564646320513,16.497873733436418,17.379230202186395,45.3196440319714,1966.5908203125,0.00859882589429617,107.666015625,0.2614529079861111,5469.732666015625,0.036813583225011826,0.11919671297073364,neutral
-578.5838012695312,49.64336395263672,-15.45799446105957,13.52074909210205,-2.2137250900268555,-1.4582239389419556,-13.00483226776123,-8.18167495727539,-18.12863540649414,-5.701800346374512,0.45199304819107056,-7.648848056793213,-3.273416757583618,23.809811952897185,16.717138029400996,19.37341593690243,16.97819712933427,17.327262782125807,17.90067149020802,46.10189754323012,1940.3544921875,0.00930540356785059,117.45383522727273,0.27422857018156427,5668.465351126048,0.04196373000741005,0.1351737231016159,neutral
-589.882080078125,57.384578704833984,-12.488736152648926,13.282142639160156,1.861456274986267,-3.8810369968414307,-12.396719932556152,-4.318159580230713,-16.644561767578125,-6.338415622711182,1.782686710357666,-7.712738990783691,-6.8332343101501465,22.367284562653378,17.602012972530446,20.313821299586824,17.449009381223572,17.978975713853576,17.818552482942156,46.344388101480355,1889.430908203125,0.008531944826245308,151.99908088235293,0.28467571924603174,5268.172200520833,0.0350920632481575,0.0966363400220871,mindful
-579.0009765625,52.43955993652344,-13.725071907043457,11.9357271194458,2.0944626331329346,-4.721938610076904,-11.069687843322754,-6.9447855949401855,-20.0300235748291,-5.3282928466796875,-0.0766967386007309,-8.89979362487793,-6.194154739379883,23.137600400202214,17.43862096671364,19.419609201769166,17.739837481279856,17.51736842551682,18.453373885259143,45.21942790656754,1947.57666015625,0.009469863027334213,143.5546875,0.2265856291118421,5574.492958470395,0.0440995916724205,0.14636284112930298,mindful
-598.3805541992188,58.50170135498047,-1.81918466091156,12.024391174316406,-1.849746823310852,-1.2591248750686646,-9.172064781188965,-3.5767834186553955,-18.590497970581055,-7.3009724617004395,-0.7302154898643494,-5.259275913238525,-6.762021541595459,24.43877017218433,16.834691487745467,19.316085504910856,17.033835927654177,17.820369325510026,17.42246613225575,46.7488636330268,1897.8079833984375,0.0074372305534780025,161.4990234375,0.2655872462951031,5150.209407216495,0.025845181196928024,0.061785899102687836,mindful
-565.8411865234375,53.07133865356445,-10.553418159484863,10.994399070739746,-2.287121534347534,-3.888247489929199,-13.247406959533691,-6.310834884643555,-19.646394729614258,-6.905676364898682,0.978220522403717,-7.605106353759766,-4.8160176277160645,22.37659731160854,17.481887622727417,19.68560011390296,17.45705945620639,17.762921143870148,17.76595252908917,45.298809307565215,1895.174072265625,0.010295274667441845,161.4990234375,0.21051025390625,5189.501953125,0.05014847591519356,0.2433447688817978,mindful
-617.5911865234375,66.4494857788086,-14.225900650024414,12.998991012573242,1.6189980506896973,-5.531009674072266,-12.190062522888184,-8.542604446411133,-18.021888732910156,-0.23698526620864868,0.5988924503326416,-7.345277786254883,-3.324450969696045,23.117046305958443,18.640075547180583,20.380419871253988,17.96458221654936,18.155029417136937,19.293412022936405,46.70568845876433,1901.517578125,0.00650825398042798,135.99917763157896,0.19846107219827586,4960.168036099138,0.019158607348799706,0.02438497357070446,mindful
-615.1763916015625,58.52759552001953,-14.295394897460938,11.993488311767578,0.3567920923233032,-3.1443395614624023,-15.133210182189941,-9.102337837219238,-15.993204116821289,-7.224117755889893,0.4285076856613159,-8.715703010559082,-5.915919303894043,22.965192678929494,17.81007131788743,19.195299442199357,17.86754792723283,17.68527433538711,17.91496358129683,45.630852571628154,1947.1224365234375,0.00649413513019681,135.99917763157896,0.2382862838273196,5209.370217864046,0.020471828058362007,0.031209202483296394,mindful
-602.866455078125,65.2418441772461,-5.114455699920654,9.813141822814941,0.7159720063209534,0.21645896136760712,-12.22435188293457,-7.942537784576416,-16.364585876464844,-5.7510833740234375,0.34931910037994385,-6.2673211097717285,-7.138156414031982,23.658414561493647,18.82210626295828,20.583115031856238,18.06194357390814,17.974609368486025,17.379275213752226,46.29346416762251,1861.5101318359375,0.007698066998273134,123.046875,0.183031631097561,4427.699242568598,0.027384784072637558,0.08146227151155472,mindful
-595.256591796875,63.60408401489258,-9.379335403442383,9.153206825256348,-0.5406709313392639,-2.9825363159179688,-11.745393753051758,-6.645712852478027,-18.581674575805664,-6.577391624450684,0.7903995513916016,-6.26576042175293,-7.675584316253662,23.681426583237208,18.71170396229966,20.96466203604507,17.97254180512501,18.18657228404016,17.599194937892317,45.961193747095415,1901.0079345703125,0.008537392131984234,129.19921875,0.18398116563967137,4751.40741912412,0.03208812698721886,0.08797097206115723,mindful
-537.942626953125,51.92927932739258,-19.078662872314453,10.935199737548828,-2.7841238975524902,-5.725093364715576,-16.189668655395508,-5.519322395324707,-19.68313217163086,-7.478786468505859,1.3124912977218628,-11.190766334533691,-1.7877612113952637,23.71031894989424,18.17015368004921,19.934995088472984,17.948491553206416,18.46783581342172,19.21982150427431,46.031301517905625,1926.895263671875,0.012410427443683147,151.99908088235293,0.25002230726522845,5531.300563134518,0.07400654256343842,0.45625707507133484,excited
-537.7539672851562,58.14004898071289,-22.28955078125,12.773670196533203,0.5485052466392517,-5.221027851104736,-16.057825088500977,-5.860365390777588,-21.034151077270508,-8.284555435180664,1.1136311292648315,-12.508386611938477,-3.2156779766082764,24.60974939156088,18.568248710244042,20.826614195877738,18.316368569569157,18.286749248267206,18.696094325605536,46.53886742843769,1938.5135498046875,0.011690621264278889,151.99908088235293,0.24448216887953367,5380.7904337354275,0.06501103937625885,0.3048034608364105,excited
-544.81787109375,45.82978439331055,-18.505783081054688,11.71170425415039,-5.97664213180542,-3.2099709510803223,-16.33012580871582,-8.547761917114258,-17.154497146606445,-8.917501449584961,1.3450905084609985,-9.638965606689453,-2.47509503364563,22.750804509799345,17.71078027226846,19.721116387004198,16.76814760034469,17.62125672254902,17.921157765570683,46.19166652807484,2013.8787841796875,0.01123872771859169,123.046875,0.2730745529745989,5643.59920726103,0.059493497014045715,0.2982248067855835,excited
